id,manufacturer,company_location,bean_origin,cocoa_percent,num_ingredients,ingredients,rating
1231,Bright,Australia,Madagascar,72.0,3.0,"B,S,C",3.0
1231,Bright,Australia,Dominican Republic,70.0,3.0,"B,S,C",3.5
1231,Bright,Australia,Ecuador,72.0,3.0,"B,S,C",3.5
1638,Britarev,Russia,Ecuador,70.0,2.0,"B,S",3.25
1181,Bronx Grrl Chocolate,U.S.A.,Dominican Republic,68.0,3.0,"B,S,C",2.75
2052,Bullion,U.K.,Bolivia,70.0,3.0,"B,S,C",2.5
2052,Bullion,U.K.,Guatemala,70.0,3.0,"B,S,C",3.0
1323,Burnt Fork Bend,U.S.A.,Ecuador,60.0,3.0,"B,S,C",2.5
1299,Burnt Fork Bend,U.S.A.,Trinidad,72.0,3.0,"B,S,C",3.25
1303,Burnt Fork Bend,U.S.A.,Belize,72.0,3.0,"B,S,C",3.25
1303,Burnt Fork Bend,U.S.A.,Blend,72.0,3.0,"B,S,C",3.25
1299,Burnt Fork Bend,U.S.A.,Ecuador,72.0,3.0,"B,S,C",3.5
2314,By Cacao,South Korea,Ecuador,70.0,2.0,"B,S",3.0
2274,Cacai Cacao,Taiwan,Taiwan,70.0,2.0,"B,S*",3.25
2274,Cacai Cacao,Taiwan,Philippines,70.0,2.0,"B,S*",3.5
2330,Cacao 70,Canada,Guatemala,70.0,4.0,"B,S,C,L",3.0
2266,Cacao 70,Canada,Guatemala,70.0,4.0,"B,S,C,L",3.5
2266,Cacao 70,Canada,Bolivia,70.0,4.0,"B,S,C,L",3.75
1606,Cacao Arabuco,Puerto Rico,Puerto Rico,70.0,2.0,"B,S",2.5
600,Cacao Atlanta,U.S.A.,Venezuela,75.0,2.0,"B,S",2.25
502,Cacao Atlanta,U.S.A.,Dominican Republic,75.0,2.0,"B,S",2.5
502,Cacao Atlanta,U.S.A.,Dominican Republic,75.0,2.0,"B,S",2.75
1215,Cacao Atlanta,U.S.A.,Peru,75.0,2.0,"B,S",2.5
141,Cacao Barry,France,Venezuela,72.0,5.0,"B,S,C,V,L",2.0
147,Cacao Barry,France,Mexico,66.0,5.0,"B,S,C,V,L",3.0
300,Cacao Barry,France,Tanzania,75.0,5.0,"B,S,C,V,L",2.0
586,Cacao Barry,France,Dominican Republic,70.0,5.0,"B,S,C,V,L",3.0
1716,Cacao Barry,France,Haiti,65.0,5.0,"B,S,C,V,L",3.5
2226,Cacao Betulia,Switzerland,Colombia,72.0,2.0,"B,S",2.5
2230,Cacao Betulia,Switzerland,Colombia,72.0,2.0,"B,S",3.0
2226,Cacao Betulia,Switzerland,Colombia,72.0,2.0,"B,S",3.75
1391,Cacao de Origen,Venezuela,Venezuela,75.0,2.0,"B,S",2.5
1391,Cacao de Origen,Venezuela,Venezuela,74.0,2.0,"B,S",3.25
1391,Cacao de Origen,Venezuela,Venezuela,75.0,2.0,"B,S",3.5
1395,Cacao de Origen,Venezuela,Venezuela,70.0,2.0,"B,S",3.75
1668,Cacao de Origen,Venezuela,Venezuela,74.0,2.0,"B,S",3.25
1692,Cacao de Origen,Venezuela,Venezuela,75.0,2.0,"B,S",3.25
1688,Cacao de Origen,Venezuela,Venezuela,77.0,2.0,"B,S",3.5
2238,Cacao de Origen,Venezuela,Venezuela,75.0,2.0,"B,S",2.75
2278,Cacao de Origen,Venezuela,Venezuela,75.0,2.0,"B,S",2.5
2278,Cacao de Origen,Venezuela,Venezuela,70.0,2.0,"B,S",3.0
2076,Cacao Gonzales,U.S.A.,Venezuela,70.0,2.0,"B,S",3.0
1434,Cacao Hunters,Colombia,Colombia,69.0,4.0,"B,S,C,L",2.75
1434,Cacao Hunters,Colombia,Colombia,70.0,4.0,"B,S,C,L",3.25
1430,Cacao Hunters,Colombia,Colombia,64.0,4.0,"B,S,C,L",3.5
1430,Cacao Hunters,Colombia,Colombia,70.0,4.0,"B,S,C,L",3.5
1662,Cacao Hunters,Colombia,Colombia,72.0,3.0,"B,S,C",3.75
1816,Cacao Hunters,Colombia,Colombia,71.0,3.0,"B,S,C",3.75
1816,Cacao Hunters,Colombia,Colombia,74.0,3.0,"B,S,C",3.75
1860,Cacao Market,U.S.A.,Honduras,70.0,4.0,"B,S,C,L",3.5
641,Cacao Prieto,U.S.A.,Dominican Republic,72.0,2.0,"B,S",3.0
647,Cacao Prieto,U.S.A.,Dominican Republic,65.0,2.0,"B,S",3.25
641,Cacao Prieto,U.S.A.,Dominican Republic,66.0,2.0,"B,S",3.75
991,Cacao Prieto,U.S.A.,Dominican Republic,72.0,2.0,"B,S",3.75
336,Cacao Sampaka,Spain,Mexico,70.0,4.0,"B,S,C,L",4.0
346,Cacao Sampaka,Spain,Mexico,70.0,4.0,"B,S,C,L",4.0
537,Cacao Sampaka,Spain,Grenada,71.0,4.0,"B,S,C,L",3.25
508,Cacao Sampaka,Spain,Madagascar,71.0,4.0,"B,S,C,L",3.5
537,Cacao Sampaka,Spain,Venezuela,71.0,4.0,"B,S,C,L",3.5
537,Cacao Sampaka,Spain,Venezuela,77.0,4.0,"B,S,C,L",3.5
523,Cacao Sampaka,Spain,Ecuador,71.0,4.0,"B,S,C,L",3.75
523,Cacao Sampaka,Spain,Papua New Guinea,71.0,4.0,"B,S,C,L",4.0
1908,Cacao Sampaka,Spain,Congo,70.0,4.0,"B,S,C,L",3.5
2510,Cacao Santa Fe (Art of Chocolate),U.S.A.,Dominican Republic,72.0,4.0,"B,S,C,V",2.75
2510,Cacao Santa Fe (Art of Chocolate),U.S.A.,Peru,72.0,4.0,"B,S,C,V",2.75
2510,Cacao Santa Fe (Art of Chocolate),U.S.A.,Ecuador,72.0,4.0,"B,S,C,V",3.0
1684,Cacao Store,Japan,Madagascar,70.0,2.0,"B,S",3.0
1684,Cacao Store,Japan,Peru,70.0,2.0,"B,S",3.25
1684,Cacao Store,Japan,Vietnam,70.0,2.0,"B,S",3.5
2084,Cacaodada,South Korea,Ghana,70.0,,,3.0
2084,Cacaodada,South Korea,Dominican Republic,70.0,,,3.25
2084,Cacaodada,South Korea,Ecuador,70.0,,,3.5
2610,Cacaosuyo,Peru,Peru,70.0,2.0,"B,S",3.5
2614,Cacaosuyo,Peru,Peru,70.0,2.0,"B,S",3.5
2614,Cacaosuyo,Peru,Peru,80.0,2.0,"B,S",3.5
2610,Cacaosuyo,Peru,Peru,70.0,2.0,"B,S",4.0
259,Cacaoyere (Ecuatoriana),Ecuador,Ecuador,91.0,4.0,"B,S,C,L",1.5
245,Cacaoyere (Ecuatoriana),Ecuador,Ecuador,82.0,4.0,"B,S,C,L",2.5
237,Cacaoyere (Ecuatoriana),Ecuador,Ecuador,63.0,4.0,"B,S,C,L",3.5
237,Cacaoyere (Ecuatoriana),Ecuador,Ecuador,71.0,4.0,"B,S,C,L",3.5
141,Callebaut,Belgium,Ecuador,70.0,,,1.0
296,Callebaut,Belgium,Grenada,60.0,,,2.75
749,C-Amaro,Italy,Sao Tome,78.0,2.0,"B,S",2.25
765,C-Amaro,Italy,Trinidad,70.0,2.0,"B,S",2.5
809,C-Amaro,Italy,Venezuela,80.0,2.0,"B,S",3.0
1185,C-Amaro,Italy,Ecuador,100.0,1.0,B,3.5
1442,C-Amaro,Italy,Cuba,75.0,2.0,"B,S",2.5
1442,C-Amaro,Italy,Dominican Republic,72.0,2.0,"B,S",3.0
1442,C-Amaro,Italy,Blend,70.0,2.0,"B,S",3.5
1804,Cao,U.S.A.,Venezuela,75.0,3.0,"B,S,C",2.5
1804,Cao,U.S.A.,Tanzania,73.0,3.0,"B,S,C",2.75
1804,Cao,U.S.A.,Venezuela,70.0,3.0,"B,S,C",3.0
1808,Cao,U.S.A.,Bolivia,75.0,3.0,"B,S,C",3.0
1808,Cao,U.S.A.,Brazil,70.0,3.0,"B,S,C",3.25
2558,Caofiori,Colombia,Colombia,70.0,4.0,"B,S,C,L",3.25
2558,Caofiori,Colombia,Colombia,70.0,4.0,"B,S,C,L",3.25
2558,Caofiori,Colombia,Colombia,70.0,4.0,"B,S,C,L",3.5
2558,Caofiori,Colombia,Colombia,70.0,4.0,"B,S,C,L",3.75
237,Caoni (Tulicorp),Ecuador,Ecuador,77.0,4.0,"B,S,C,L",2.0
237,Caoni (Tulicorp),Ecuador,Ecuador,77.0,4.0,"B,S,C,L",2.5
245,Caoni (Tulicorp),Ecuador,Ecuador,77.0,4.0,"B,S,C,L",2.75
266,Caoni (Tulicorp),Ecuador,Ecuador,55.0,4.0,"B,S,C,L",3.0
269,Caoni (Tulicorp),Ecuador,Ecuador,55.0,4.0,"B,S,C,L",3.25
269,Caoni (Tulicorp),Ecuador,Ecuador,55.0,4.0,"B,S,C,L",3.5
1263,Captain Pembleton,New Zealand,Papua New Guinea,70.0,3.0,"B,S,C",3.5
1263,Captain Pembleton,New Zealand,Papua New Guinea,70.0,3.0,"B,S,C",3.75
2626,CAR Artisan,U.S.A.,Nicaragua,70.0,3.0,"B,S,C",3.0
2626,CAR Artisan,U.S.A.,Tanzania,70.0,3.0,"B,S,C",3.25
2630,CAR Artisan,U.S.A.,Peru,70.0,3.0,"B,S,C",3.25
2630,CAR Artisan,U.S.A.,Mexico,70.0,3.0,"B,S,C",3.25
845,Caribeans,Costa Rica,Costa Rica,80.0,2.0,"B,S",2.75
841,Caribeans,Costa Rica,Costa Rica,72.0,2.0,"B,S",3.0
1586,Caribeans,Costa Rica,Costa Rica,72.0,2.0,"B,S",3.25
1582,Caribeans,Costa Rica,Guatemala,72.0,3.0,"B,S,C",3.5
1586,Caribeans,Costa Rica,Costa Rica,72.0,2.0,"B,S",3.5
1884,Carlotta Chocolat,Colombia,Colombia,65.0,3.0,"B,S,C",3.0
1888,Carlotta Chocolat,Colombia,Colombia,65.0,3.0,"B,S,C",3.25
1888,Carlotta Chocolat,Colombia,Colombia,65.0,3.0,"B,S,C",3.25
1888,Carlotta Chocolat,Colombia,Colombia,65.0,3.0,"B,S,C",3.5
1888,Carlotta Chocolat,Colombia,Colombia,65.0,3.0,"B,S,C",3.5
2154,Casa,U.S.A.,Blend,75.0,2.0,"B,S",2.0
2394,Casa Lasevicius,Brazil,Brazil,71.0,2.0,"B,S",3.0
2402,Casa Lasevicius,Brazil,Brazil,65.0,2.0,"B,S",3.25
1105,Castronovo,U.S.A.,Peru,70.0,3.0,"B,S,C",2.5
1153,Castronovo,U.S.A.,Peru,70.0,3.0,"B,S,C",2.75
1101,Castronovo,U.S.A.,Bolivia,70.0,3.0,"B,S,C",3.0
1153,Castronovo,U.S.A.,Venezuela,72.0,3.0,"B,S,C",3.0
1105,Castronovo,U.S.A.,Venezuela,70.0,3.0,"B,S,C",3.25
1109,Castronovo,U.S.A.,Nicaragua,72.0,3.0,"B,S,C",3.25
1101,Castronovo,U.S.A.,Dominican Republic,73.0,2.0,"B,S",3.5
1407,Castronovo,U.S.A.,Dominican Republic,70.0,3.0,"B,S,C",2.75
1347,Castronovo,U.S.A.,Colombia,72.0,3.0,"B,S,C",3.5
1371,Castronovo,U.S.A.,Colombia,76.0,3.0,"B,S,C",3.5
1570,Castronovo,U.S.A.,Honduras,72.0,3.0,"B,S,C",3.5
1574,Castronovo,U.S.A.,Venezuela,72.0,3.0,"B,S,C",3.5
1570,Castronovo,U.S.A.,Dominican Republic,70.0,3.0,"B,S,C",3.75
1724,Castronovo,U.S.A.,Belize,72.0,3.0,"B,S,C",4.0
1956,Castronovo,U.S.A.,Venezuela,70.0,2.0,"B,S",3.25
2354,Castronovo,U.S.A.,Puerto Rico,70.0,3.0,"B,S,C",3.5
2314,Castronovo,U.S.A.,Mexico,70.0,3.0,"B,S,C",3.75
2554,Castronovo,U.S.A.,Peru,70.0,3.0,"B,S,C",4.0
2688,Castronovo,U.S.A.,Venezuela,72.0,3.0,"B,S,C",4.0
1247,Cello,U.S.A.,Ecuador,70.0,3.0,"B,S,C",2.5
1247,Cello,U.S.A.,Peru,70.0,3.0,"B,S,C",2.75
1251,Cello,U.S.A.,Venezuela,70.0,3.0,"B,S,C",2.75
1251,Cello,U.S.A.,Bolivia,70.0,3.0,"B,S,C",3.0
404,Cemoi,France,Ecuador,72.0,,,2.75
1426,Chaleur B,Canada,Uganda,70.0,3.0,"B,S,C",2.75
2672,Chaleur B,Canada,Madagascar,70.0,3.0,"B,S,C",3.0
2676,Chaleur B,Canada,Belize,70.0,3.0,"B,S,C",3.0
2676,Chaleur B,Canada,Peru,72.0,3.0,"B,S,C",3.25
2028,Chapon,France,Bolivia,74.0,2.0,"B,S",3.0
2238,Chapon,France,Venezuela,68.0,3.0,"B,S,C",3.5
1900,Charm School,U.S.A.,Belize,70.0,3.0,"B,S,C",3.25
252,Chchukululu (Tulicorp),Ecuador,Ecuador,75.0,3.0,"B,S,C",3.0
486,Chchukululu (Tulicorp),Ecuador,Ecuador,55.0,3.0,"B,S,C",2.75
1235,Chequessett,U.S.A.,Costa Rica,70.0,3.0,"B,S,C",3.5
2202,Chequessett,U.S.A.,Peru,72.0,3.0,"B,S,C",3.0
2422,Chequessett,U.S.A.,Ecuador,72.0,3.0,"B,S,C",3.5
2668,Chequessett,U.S.A.,Colombia,83.0,3.0,"B,S,C",3.25
2668,Chequessett,U.S.A.,Dominican Republic,69.0,3.0,"B,S,C",3.25
672,Chloe Chocolat,France,Blend,70.0,,,3.5
1454,Chocablog,U.K.,Ecuador,70.0,3.0,"B,S,C",3.25
1407,Choco Del Sol,Germany,Belize,75.0,2.0,"B,S",3.0
1407,Choco Del Sol,Germany,Belize,82.0,2.0,"B,S",3.25
1696,Choco Dong,South Korea,Vietnam,70.0,2.0,"B,S",2.75
1696,Choco Dong,South Korea,Malaysia,70.0,2.0,"B,S",3.5
2298,Chococard (Lapos),Hungary,Nicaragua,72.0,3.0,"B,S,C",2.5
2298,Chococard (Lapos),Hungary,Dominican Republic,71.0,3.0,"B,S,C",3.25
1482,Chocolarder,U.K.,Peru,65.0,2.0,"B,S",2.5
1514,Chocolarder,U.K.,Dominican Republic,80.0,2.0,"B,S",2.5
1482,Chocolarder,U.K.,Peru,65.0,2.0,"B,S",2.75
2442,Chocolarder,U.K.,Madagascar,74.0,2.0,"B,S",3.0
647,Chocola'te,U.S.A.,Madagascar,70.0,2.0,"B,S",3.75
647,Chocola'te,U.S.A.,Venezuela,68.0,2.0,"B,S",3.75
1772,Chocolate Alchemist-Philly,U.S.A.,Peru,90.0,2.0,"B,S*",2.5
1772,Chocolate Alchemist-Philly,U.S.A.,Blend,80.0,2.0,"B,S*",2.5
1760,Chocolate Con Amor,U.S.A.,Bolivia,70.0,2.0,"B,S",2.5
1760,Chocolate Con Amor,U.S.A.,Uganda,70.0,2.0,"B,S",2.75
1768,Chocolate Con Amor,U.S.A.,Nicaragua,80.0,2.0,"B,S",2.75
1764,Chocolate Con Amor,U.S.A.,Dominican Republic,60.0,2.0,"B,S",3.0
1764,Chocolate Con Amor,U.S.A.,Dominican Republic,75.0,2.0,"B,S",3.0
1764,Chocolate Con Amor,U.S.A.,Venezuela,80.0,2.0,"B,S",3.0
1764,Chocolate Con Amor,U.S.A.,Ecuador,70.0,2.0,"B,S",3.25
1259,Chocolate Conspiracy,U.S.A.,Peru,74.0,3.0,"B,S*,C",2.75
1530,Chocolate Makers,Amsterdam,Dominican Republic,75.0,3.0,"B,S,C",3.25
1530,Chocolate Makers,Amsterdam,Congo,68.0,3.0,"B,S,C",3.5
1530,Chocolate Makers,Amsterdam,Peru,80.0,3.0,"B,S,C",3.75
919,Chocolate Tree,Scotland,Ecuador,82.0,3.0,"B,S,C",2.5
919,Chocolate Tree,Scotland,Peru,68.0,3.0,"B,S,C",2.75
919,Chocolate Tree,Scotland,Madagascar,72.0,3.0,"B,S,C",3.25
1121,Chocolate Tree,Scotland,Peru,70.0,2.0,"B,S",3.75
1582,Chocolate Tree,Scotland,Peru,69.0,3.0,"B,S,C",3.75
1582,Chocolate Tree,Scotland,Venezuela,80.0,2.0,"B,S",3.75
2700,Chocolate Tree,Scotland,Venezuela,70.0,3.0,"B,S,C",2.75
2134,Chocolates by Josh (Box Chocolate),U.S.A.,Dominican Republic,72.0,3.0,"B,S,C",3.25
2294,Chocolatoa,Belgium,India,70.0,3.0,"B,S,C",3.0
1219,Chocolats Privilege,Canada,Mexico,70.0,4.0,"B,S,C,V",2.5
2080,Chocolibrium,U.S.A.,India,63.0,3.0,"B,S,C",2.5
2080,Chocolibrium,U.S.A.,Guatemala,76.0,2.0,"B,S",2.75
2080,Chocolibrium,U.S.A.,Peru,70.0,2.0,"B,S",2.75
1454,ChocoReko,Japan,Venezuela,77.0,,,3.0
682,Chocosol,Canada,Mexico,65.0,,,3.25
1832,Chocosol,Canada,Mexico,75.0,3.0,"B,S,C",3.25
2594,Chocotenango,U.S.A.,Guatemala,70.0,2.0,"B,S",3.25
2598,Chocotenango,U.S.A.,Dominican Republic,73.0,2.0,"B,S",3.25
2594,Chocotenango,U.S.A.,Belize,70.0,2.0,"B,S",3.5
117,Chocovic,Spain,Ecuador,71.0,4.0,"B,S,C,L",2.5
117,Chocovic,Spain,Grenada,71.0,4.0,"B,S,C,L",2.5
117,Chocovic,Spain,Blend,70.0,4.0,"B,S,C,L",3.0
209,Chocovic,Spain,Venezuela,71.0,4.0,"B,S,C,L",3.5
439,Chocovic,Spain,Blend,60.0,4.0,"B,S,C,L",3.25
439,Chocovic,Spain,Blend,75.0,4.0,"B,S,C,L",3.25
478,Chocovic,Spain,Mexico,71.0,4.0,"B,S,C,L",3.25
478,Chocovic,Spain,Madagascar,71.0,4.0,"B,S,C,L",3.5
1522,Chocovivo,U.S.A.,Mexico,65.0,2.0,"B,S",2.5
1522,Chocovivo,U.S.A.,Mexico,75.0,2.0,"B,S",2.5
377,Choklat,Canada,Venezuela,80.0,4.0,"B,S,C,V",2.5
377,Choklat,Canada,Mexico,70.0,4.0,"B,S,C,V",2.75
377,Choklat,Canada,Brazil,70.0,4.0,"B,S,C,V",3.0
377,Choklat,Canada,Brazil,80.0,4.0,"B,S,C,V",3.0
377,Choklat,Canada,Venezuela,70.0,4.0,"B,S,C,V",3.0
2534,Chokola,U.S.A.,Guatemala,70.0,2.0,"B,S",3.5
2514,Chokola,U.S.A.,Venezuela,75.0,2.0,"B,S",3.75
2534,Chokola,U.S.A.,Belize,70.0,2.0,"B,S",3.75
2514,Chokola,U.S.A.,Madagascar,67.0,2.0,"B,S",4.0
2638,Chokola,U.S.A.,Tanzania,75.0,2.0,"B,S",3.5
2638,Chokola,U.S.A.,Bolivia,75.0,2.0,"B,S",3.75
1149,Chokolat Elot (Girard),Martinique,Martinique,42.0,4.0,"B,S,V,L",2.75
2250,Christophe Toury,U.S.A.,Peru,70.0,2.0,"B,S",2.75
2226,Christopher Elbow,U.S.A.,Peru,75.0,3.0,"B,S,C",3.75
2314,Christopher Elbow,U.S.A.,Vietnam,72.0,3.0,"B,S,C",3.0
2310,Christopher Elbow,U.S.A.,Costa Rica,70.0,3.0,"B,S,C",3.25
2310,Christopher Elbow,U.S.A.,Ecuador,73.0,3.0,"B,S,C",3.5
2310,Christopher Elbow,U.S.A.,Tanzania,72.0,3.0,"B,S,C",3.5
2306,Christopher Elbow,U.S.A.,Dominican Republic,72.0,3.0,"B,S,C",3.75
2310,Christopher Elbow,U.S.A.,Brazil,70.0,3.0,"B,S,C",4.0
666,Christopher Morel (Felchlin),Canada,Peru,68.0,,,3.75
445,Chuao Chocolatier,U.S.A.,Venezuela,61.0,5.0,"B,S,C,V,L",3.0
486,Chuao Chocolatier (Pralus),U.S.A.,Venezuela,77.0,3.0,"B,S,C",2.75
252,Claudio Corallo,Sao Tome,Blend,100.0,,,1.0
209,Claudio Corallo,Sao Tome,Blend,80.0,3.0,"B,S,C",3.0
227,Claudio Corallo,Sao Tome,Blend,75.0,3.0,"B,S,C",3.75
470,Claudio Corallo,Sao Tome,Blend,73.5,2.0,"B,S",3.75
2630,Cleveland Chocolate Company,U.S.A.,Dominican Republic,70.0,3.0,"B,S,C",3.5
2630,Cleveland Chocolate Company,U.S.A.,Haiti,79.0,3.0,"B,S,C",3.5
1486,Cloudforest,U.S.A.,Ecuador,73.0,2.0,"B,S",3.5
2474,Coco,Canada,Peru,70.0,3.0,"B,S,C",3.5
2402,Cocoa Carib,St. Lucia,St. Lucia,70.0,4.0,"B,S,C,V",2.25
2606,Cocoa Forge,U.S.A.,Peru,68.0,3.0,"B,S,C",3.0
2606,Cocoa Forge,U.S.A.,Madagascar,77.0,2.0,"B,S",3.25
2606,Cocoa Forge,U.S.A.,Colombia,70.0,3.0,"B,S,C",3.25
292,Compania de Chocolate (Salgado),Argentina,Venezuela,80.0,,,2.75
296,Compania de Chocolate (Salgado),Argentina,Ecuador,88.0,,,2.75
292,Compania de Chocolate (Salgado),Argentina,Bolivia,72.0,,,3.25
292,Compania de Chocolate (Salgado),Argentina,Venezuela,70.0,,,3.75
579,Compania de Chocolate (Salgado),Argentina,Venezuela,70.0,,,3.25
1630,Condor,U.S.A.,Ecuador,76.0,2.0,"B,S",3.5
1916,Confluence,U.S.A.,Vietnam,78.0,2.0,"B,S",2.75
2688,Conjure,U.S.A.,Philippines,70.0,3.0,"B,S,C",2.5
2688,Conjure,U.S.A.,Ivory Coast,70.0,3.0,"B,S,C",2.5
2684,Conjure,U.S.A.,Peru,68.0,3.0,"B,S,C",3.25
2688,Conjure,U.S.A.,Tanzania,75.0,3.0,"B,S,C",3.5
196,Coppeneur,Germany,Madagascar,72.0,3.0,"B,S,C",3.0
220,Coppeneur,Germany,Mexico,72.0,3.0,"B,S,C",3.0
220,Coppeneur,Germany,Venezuela,72.0,3.0,"B,S,C",3.0
341,Coppeneur,Germany,Peru,72.0,3.0,"B,S,C",3.0
445,Coppeneur,Germany,Peru,62.0,3.0,"B,S,C",3.25
451,Coppeneur,Germany,Venezuela,70.0,3.0,"B,S,C",3.5
451,Coppeneur,Germany,Venezuela,70.0,3.0,"B,S,C",3.75
558,Coppeneur,Germany,Ecuador,72.0,3.0,"B,S,C",2.5
478,Coppeneur,Germany,Venezuela,70.0,3.0,"B,S,C",3.0
558,Coppeneur,Germany,Trinidad,72.0,3.0,"B,S,C",3.0
470,Coppeneur,Germany,Grenada,72.0,3.0,"B,S,C",3.25
558,Coppeneur,Germany,Jamaica,72.0,3.0,"B,S,C",3.25
558,Coppeneur,Germany,Venezuela,72.0,3.0,"B,S,C",3.25
817,Coppeneur,Germany,Ecuador,100.0,,,1.5
813,Coppeneur,Germany,Ghana,85.0,3.0,"B,S,C",3.5
959,Coppeneur,Germany,Madagascar,70.0,3.0,"B,S,C",3.5
821,Coppeneur,Germany,Blend,72.0,3.0,"B,S,C",3.75
1169,Coppeneur,Germany,Ecuador,65.0,4.0,"B,S,C,L",3.25
1984,Coppeneur,Germany,Ghana,75.0,3.0,"B,S,C",3.75
48,Cote d' Or (Kraft),Belgium,Blend,70.0,,,1.0
971,Cravve,Australia,Tanzania,75.0,3.0,"B,S,C",3.25
975,Cravve,Australia,Brazil,65.0,3.0,"B,S,C",3.25
975,Cravve,Australia,Fiji,67.0,3.0,"B,S,C",3.25
975,Cravve,Australia,Vanuatu,64.0,3.0,"B,S,C",3.25
975,Cravve,Australia,Papua New Guinea,75.0,3.0,"B,S,C",3.5
1283,Cravve,Australia,Papua New Guinea,70.0,3.0,"B,S,C",2.5
1335,Cravve,Australia,Vanuatu,83.0,3.0,"B,S,C",2.75
1736,Creo,U.S.A.,Ecuador,85.0,3.0,"B,S,C",3.25
1736,Creo,U.S.A.,Ecuador,73.0,3.0,"B,S,C",3.75
2466,Crow and Moss,U.S.A.,Dominican Republic,70.0,2.0,"B,S",3.25
2466,Crow and Moss,U.S.A.,Colombia,70.0,2.0,"B,S",3.25
2502,Crow and Moss,U.S.A.,Ecuador,70.0,2.0,"B,S",3.25
2466,Crow and Moss,U.S.A.,Honduras,70.0,2.0,"B,S",3.5
2656,Crow and Moss,U.S.A.,India,70.0,2.0,"B,S",3.75
2526,Cultura,U.S.A.,Guatemala,70.0,3.0,"B,S,C",3.25
2522,Cultura,U.S.A.,Haiti,70.0,3.0,"B,S,C",3.5
2522,Cultura,U.S.A.,Belize,75.0,3.0,"B,S,C",3.5
2526,Cultura,U.S.A.,Mexico,70.0,3.0,"B,S,C",3.5
2622,Cuna de Piedra,Mexico,Mexico,73.0,2.0,"B,S",3.75
785,Daintree,Australia,Australia,70.0,5.0,"B,S,C,V,L",3.25
1654,Daintree,Australia,Australia,70.0,3.0,"B,S,C",2.75
1928,Dalloway,U.S.A.,Dominican Republic,72.0,2.0,"B,S",2.75
1666,Damson,U.K.,Grenada,70.0,3.0,"B,S,C",2.25
1666,Damson,U.K.,Nicaragua,70.0,3.0,"B,S,C",2.75
1610,Damson,U.K.,Trinidad,70.0,3.0,"B,S,C",3.0
1610,Damson,U.K.,Ecuador,70.0,3.0,"B,S,C",3.5
2064,Damson,U.K.,Blend,65.0,4.0,"B,S,C,L",2.5
2574,Dancing Lion,U.S.A.,Puerto Rico,68.0,4.0,"B,S,C,L",2.5
2574,Dancing Lion,U.S.A.,India,72.0,4.0,"B,S,C,L",3.0
2574,Dancing Lion,U.S.A.,Peru,72.0,4.0,"B,S,C,L",3.5
805,Dandelion,U.S.A.,Costa Rica,70.0,2.0,"B,S",3.0
805,Dandelion,U.S.A.,Colombia,70.0,2.0,"B,S",3.25
915,Dandelion,U.S.A.,Dominican Republic,70.0,2.0,"B,S",3.75
1026,Dandelion,U.S.A.,Venezuela,70.0,2.0,"B,S",2.75
1026,Dandelion,U.S.A.,Venezuela,70.0,2.0,"B,S",3.25
1085,Dandelion,U.S.A.,Venezuela,70.0,2.0,"B,S",3.5
1153,Dandelion,U.S.A.,Papua New Guinea,70.0,2.0,"B,S",3.5
1303,Dandelion,U.S.A.,Liberia,70.0,2.0,"B,S",2.75
1219,Dandelion,U.S.A.,Belize,70.0,2.0,"B,S",3.5
1295,Dandelion,U.S.A.,Ecuador,70.0,2.0,"B,S",3.5
1387,Dandelion,U.S.A.,Dominican Republic,70.0,2.0,"B,S",3.75
1446,Dandelion,U.S.A.,Belize,70.0,2.0,"B,S",3.0
1816,Dandelion,U.S.A.,Dominican Republic,70.0,2.0,"B,S",3.75
2024,Dandelion,U.S.A.,Costa Rica,70.0,2.0,"B,S",3.0
2178,Dandelion,U.S.A.,Sierra Leone,70.0,2.0,"B,S",3.0
2178,Dandelion,U.S.A.,Honduras,70.0,2.0,"B,S",3.25
2178,Dandelion,U.S.A.,India,70.0,2.0,"B,S",3.5
2386,Dandelion,U.S.A.,Vietnam,70.0,2.0,"B,S",3.5
2602,Dandelion,U.S.A.,Guatemala,70.0,2.0,"B,S",2.75
2602,Dandelion,U.S.A.,India,70.0,2.0,"B,S",2.75
2550,Dandelion,U.S.A.,Peru,70.0,2.0,"B,S",3.25
2602,Dandelion,U.S.A.,India,70.0,2.0,"B,S",3.25
2546,Dandelion,U.S.A.,Tanzania,70.0,2.0,"B,S",3.5
2550,Dandelion,U.S.A.,Dominican Republic,70.0,2.0,"B,S",3.5
2546,Dandelion,U.S.A.,Brazil,70.0,2.0,"B,S",4.0
654,Dandelion (aka Brower Ave),U.S.A.,Dominican Republic,70.0,2.0,"B,S",3.25
654,Dandelion (aka Brower Ave),U.S.A.,Madagascar,70.0,2.0,"B,S",3.25
654,Dandelion (aka Brower Ave),U.S.A.,Tanzania,70.0,2.0,"B,S",3.25
2550,Dandelion (Japan),U.S.A.,Dominican Republic,70.0,2.0,"B,S",3.0
423,Danta,Guatemala,Guatemala,75.0,4.0,"B,S,C,V",3.0
423,Danta,Guatemala,Guatemala,60.0,4.0,"B,S,C,V",3.25
661,Danta,Guatemala,Guatemala,60.0,4.0,"B,S,C,V",3.5
987,Danta,Guatemala,Venezuela,75.0,4.0,"B,S,C,V",3.0
